"Lake","Date","Year","DoY","Blank_Before","Blank_After","SS_Before","SS_After","ZID","Depth_m","Vol_Filtered_mL","Vol_Solvent_mL","Fb_1","Fa_1","Fb_2","Fa_2","Fb_3","Fa_3","R","m","Q","chl.1","chl.2","chl.3","Mean_Chl"
"R","7/11/2022",2022,192,494.75,538.93,"57755",58143.46,4,2.2,200,25,126635.73,61236.23,123030.7,61031.5,121761.6,61101.11,2.2362188,0.0004761,0.000107653249841371,7.04046871300075,6.67441536756514,6.53029888547,6.74839432201196
"R","7/11/2022",2022,192,494.75,538.93,"57755",58143.46,5,2.9,200,25,180723.18,57135.23,175179,69852.35,167218.65,55400.59,2.2362188,0.0004761,0.000107653249841371,13.3046444587329,11.3387561674047,12.0375775499574,12.226992725365
"R","7/11/2022",2022,192,494.75,538.93,"57755",58143.46,6,4.3,200,25,417862.25,75002.78,403421,79856.63,413122.25,72391.5,2.2362188,0.0004761,0.000107653249841371,36.9099361843901,34.8327559633759,36.6807725583878,36.1411549020512
"L","7/12/2022",2022,193,467.82,497.92,"57901",57982.9,1,0,200,25,117634.93,66395.26,118718.1,66826.26,123071.23,66745.71,2.2362188,0.0004761,0.000107653249841371,5.51611699629941,5.58632521624846,6.06362527700515,5.72202249651767
"L","7/12/2022",2022,193,467.82,497.92,"57901",57982.9,2,1,200,25,113430.31,62673.09,115158.09,66038.9,127694.96,74409.06,2.2362188,0.0004761,0.000107653249841371,5.46417968591344,5.28784043307578,5.73640030572232,5.49614014157051
"L","7/12/2022",2022,193,467.82,497.92,"57901",57982.9,3,1.6,200,25,116730.23,68274.1,115240.4,66175.6,118058.75,67449.06,2.2362188,0.0004761,0.000107653249841371,5.21645986923596,5.28198517281691,5.44829760196434,5.31558088133907
"L","7/12/2022",2022,193,467.82,497.92,"57901",57982.9,4,3,200,25,173810.15,98727.5,171939.76,98159.16,167264.76,99459.41,2.2362188,0.0004761,0.000107653249841371,8.08289127920222,7.94272136524627,7.29946628413161,7.7750263095267
"L","7/12/2022",2022,193,467.82,497.92,"57901",57982.9,5,4.3,200,25,177371.56,107885.03,179860.29,106828.98,181425.12,108911.64,2.2362188,0.0004761,0.000107653249841371,7.48045077469993,7.86205786167263,7.80631177930727,7.71627347189328
"L","7/12/2022",2022,193,467.82,497.92,"57901",57982.9,6,5.8,200,25,434296.28,254917.57,425830.65,258900.1,450541.21,268369.68,2.2362188,0.0004761,0.000107653249841371,19.3107010838529,17.9706162053075,19.6113572330748,18.9642248407451
"T","7/13/2022",2022,194,464.88,528.21,"58862.79",58953.71,1,0,200,25,124949.13,83126.64,121019.08,71476.79,120820.4,69045.1,2.2362188,0.0004761,0.000107653249841371,4.50232696495825,5.33338852308366,5.57377930651194,5.13649826485128
"T","7/13/2022",2022,194,464.88,528.21,"58862.79",58953.71,2,0.6,200,25,125176.67,71545.56,124220.69,72773.05,121741.62,73136.4,2.2362188,0.0004761,0.000107653249841371,5.77356328410006,5.53850564266892,5.23250989225481,5.51485960634126
"T","7/13/2022",2022,194,464.88,528.21,"58862.79",58953.71,3,1.3,200,25,128239.16,77744.63,130007.89,77732.76,129572.47,77865.53,2.2362188,0.0004761,0.000107653249841371,5.43590025371261,5.62758763038016,5.56642013035279,5.54330267148185
"T","7/13/2022",2022,194,464.88,528.21,"58862.79",58953.71,4,2.1,200,25,131250.82,77585.81,137161.9,81313.5,138231.4,83575.35,2.2362188,0.0004761,0.000107653249841371,5.77721272926968,6.01226175844083,5.88390140599247,5.891125297901
"T","7/13/2022",2022,194,464.88,528.21,"58862.79",58953.71,5,2.6,200,25,183557.75,114654.59,187461.04,117709.35,181422.68,114676.37,2.2362188,0.0004761,0.000107653249841371,7.41764909833997,7.50899611042787,7.18545718641961,7.37070079839582
"T","7/13/2022",2022,194,464.88,528.21,"58862.79",58953.71,6,3.8,200,25,369819.5,251106.21,369813.53,239360.95,366346.78,244582.39,2.2362188,0.0004761,0.000107653249841371,12.7798714678611,14.0436441871915,13.1083322984522,13.3106159845016
"R","7/18/2022",2022,199,551.68,508.64,"62280",61985.76,1,0,200,25,94212,52367,106201,60685,96551,54991,2.2362188,0.0004761,0.000107653249841371,4.50475023961218,4.89994531977985,4.47406906340738,4.62625487426647
"R","7/18/2022",2022,199,551.68,508.64,"62280",61985.76,2,0.65,200,25,93758,53966,84273,48522,85153,49620,2.2362188,0.0004761,0.000107653249841371,4.28373811768784,3.84871133507886,3.82524292661344,3.98589745979338
"R","7/18/2022",2022,199,551.68,508.64,"62280",61985.76,3,1.3,200,25,95417,55223,91326,53348,88412,51447,2.2362188,0.0004761,0.000107653249841371,4.32701472412407,4.08845512247559,3.97940238038628,4.13162407566198
"R","7/18/2022",2022,199,551.68,508.64,"62280",61985.76,4,2.3,200,25,161403,93960,157022,92644,159962,91447,2.2362188,0.0004761,0.000107653249841371,7.26045812905159,6.93050091828779,7.37586241288154,7.18894048674031
"R","7/18/2022",2022,199,551.68,508.64,"62280",61985.76,5,3.2,200,25,149837,88733,148094,83915,147990,87408,2.2362188,0.0004761,0.000107653249841371,6.57804417830714,6.90907792156936,6.52184918188995,6.66965709392215
"R","7/18/2022",2022,199,551.68,508.64,"62280",61985.76,6,4.2,200,25,2358393,1233840,2385416,1254112,2265842,1197225,2.2362188,0.0004761,0.000107653249841371,121.061785068863,121.788552158543,115.040092885736,119.296810037714
"L","7/19/2022",2022,200,496.12,475.37,"61847",61728,1,0,200,25,98143,53311,91474,50210,89868,49547,2.2362188,0.0004761,0.000107653249841371,4.82631049688835,4.44220370145434,4.34068668685393,4.53640029506554
"L","7/19/2022",2022,200,496.12,475.37,"61847",61728,2,0.75,200,25,104360,57468,99818,54702,109071,60614,2.2362188,0.0004761,0.000107653249841371,5.04807619156158,4.8568840198433,5.21655352756332,5.04050457965607
"L","7/19/2022",2022,200,496.12,475.37,"61847",61728,3,1.7,200,25,113783,65207,111196,61936,102517,59043,2.2362188,0.0004761,0.000107653249841371,5.22936426429444,5.30299908718594,4.68011738360377,5.07082691169472
"L","7/19/2022",2022,200,496.12,475.37,"61847",61728,4,3.1,200,25,127340,58323,137170,62067,142857,64353,2.2362188,0.0004761,0.000107653249841371,7.42990434430191,8.0850820228365,8.451210725547,7.98873236422847
"L","7/19/2022",2022,200,496.12,475.37,"61847",61728,5,3.8,200,25,147479,75667,146278,78870,153368,84125,2.2362188,0.0004761,0.000107653249841371,7.73079517760854,7.25669026530715,7.45423397876606,7.48057314056058
"L","7/19/2022",2022,200,496.12,475.37,"61847",61728,6,5.4,200,25,271420,156541,270395,151935,265976,152890,2.2362188,0.0004761,0.000107653249841371,12.3670976885269,12.7526039762088,12.1740754115613,12.4312590254323
"T","7/20/2022",2022,201,463.58,456.68,"61851",61571,1,0,200,25,131325,73699,134031,75731,135028,77642,2.2362188,0.0004761,0.000107653249841371,6.20362617535885,6.27618446575194,6.17778939539692,6.21920001216924
"T","7/20/2022",2022,201,463.58,456.68,"61851",61571,2,0.65,200,25,150768,86242,143576,83336,146048,83515,2.2362188,0.0004761,0.000107653249841371,6.94643359926431,6.4850317704442,6.73188067233046,6.72111534734632
"T","7/20/2022",2022,201,463.58,456.68,"61851",61571,3,1.3,200,25,142409,82532,143549,82861,146839,85145,2.2362188,0.0004761,0.000107653249841371,6.44595364075178,6.53326042637313,6.64155959571355,6.54025788761282
"T","7/20/2022",2022,201,463.58,456.68,"61851",61571,4,2.2,200,25,155303,89708,147925,88729,150218,89533,2.2362188,0.0004761,0.000107653249841371,7.06151492334474,6.37264177760981,6.53293746662361,6.65569805585938
"T","7/20/2022",2022,201,463.58,456.68,"61851",61571,5,2.6,200,25,187816,117746,188677,115717,184554,114628,2.2362188,0.0004761,0.000107653249841371,7.54326321638488,7.85438110842644,7.52776114840772,7.64180182440634
"T","7/20/2022",2022,201,463.58,456.68,"61851",61571,6,4,200,25,376381,237349,370701,234196,368593,235707,2.2362188,0.0004761,0.000107653249841371,14.9672466319455,14.6952068695964,14.3056097584204,14.6560210866541
"R","7/25/2022",2022,206,549.98,572.4,"58277",56650,1,0,200,25,96633,55654,100911,59322,106572,64325,2.2362188,0.0004761,0.000107653249841371,4.41152252524955,4.47719100765278,4.54802684604841,4.47891345965025
"R","7/25/2022",2022,206,549.98,572.4,"58277",56650,2,0.55,200,25,84872,56832,90337,55248,88949,55513,2.2362188,0.0004761,0.000107653249841371,3.01859712555205,3.77744488368387,3.59949406169609,3.46517869031067
"R","7/25/2022",2022,206,549.98,572.4,"58277",56650,3,1.2,200,25,109888,67523,111973,64972,114635,66950,2.2362188,0.0004761,0.000107653249841371,4.56072992952969,5.05981039579429,5.13344521868578,4.91799518133659
"R","7/25/2022",2022,206,549.98,572.4,"58277",56650,4,2.3,200,25,105193,63337,111247,68740,107830,65249,2.2362188,0.0004761,0.000107653249841371,4.50593442536043,4.57601669100716,4.58398303149542,4.55531138262101
"R","7/25/2022",2022,206,549.98,572.4,"58277",56650,5,3.3,200,25,154945,93801,154460,96157,155440,95038,2.2362188,0.0004761,0.000107653249841371,6.5823503083008,6.27650742550146,6.5024715969185,6.45377644357359
"R","7/25/2022",2022,206,549.98,572.4,"58277",56650,6,4.9,200,25,3353129,1747062,3529716,1822042,3476857,1767160,2.2362188,0.0004761,0.000107653249841371,172.898332012981,183.836655769614,184.054438294043,180.263142025546
"L","7/26/2022",2022,207,505.4,510.78,"55696",56554,1,0,200,25,146518,85089,111256,64342,124665,72159,2.2362188,0.0004761,0.000107653249841371,6.61303148450559,5.05044456305809,5.65244153617103,5.77197252791157
"L","7/26/2022",2022,207,505.4,510.78,"55696",56554,2,0.85,200,25,113774,65567,117258,68762,118637,69827,2.2362188,0.0004761,0.000107653249841371,5.18964021510298,5.22075200430713,5.25455512475733,5.22164911472248
"L","7/26/2022",2022,207,505.4,510.78,"55696",56554,3,1.5,200,25,117369,72288,128458,75207,121150,74434,2.2362188,0.0004761,0.000107653249841371,4.85311615609885,5.73264320730285,5.02912921958949,5.20496286099707
"L","7/26/2022",2022,207,505.4,510.78,"55696",56554,4,2.4,200,25,121483,72134,123748,74440,129958,80834,2.2362188,0.0004761,0.000107653249841371,5.31258022642182,5.30816644317833,5.28835824520752,5.30303497160256
"L","7/26/2022",2022,207,505.4,510.78,"55696",56554,5,3.4,200,25,177154,105862,169510,102898,108096,105322,2.2362188,0.0004761,0.000107653249841371,7.67481548769103,7.17099827843341,0.298630115059964,5.0481479603948
"L","7/26/2022",2022,207,505.4,510.78,"55696",56554,6,5.3,200,25,385760,235659,399677,232166,384731,231631,2.2362188,0.0004761,0.000107653249841371,16.1588604544396,18.0331035341779,16.4817125507139,16.8912255131105
"T","7/27/2022",2022,208,461.02,524.35,"55276",55565,1,0,200,25,153455,93036,151785,88819,150342,88235,2.2362188,0.0004761,0.000107653249841371,6.5043017021658,6.77849452951178,6.68602038789804,6.65627220652521
"T","7/27/2022",2022,208,461.02,524.35,"55276",55565,2,0.45,200,25,194760,113208,204884,116736,192337,108775,2.2362188,0.0004761,0.000107653249841371,8.7793378310635,9.48941866701718,8.99572086324465,9.08815912044178
"T","7/27/2022",2022,208,461.02,524.35,"55276",55565,3,1.1,200,25,191084,106497,188276,108592,192961,111057,2.2362188,0.0004761,0.000107653249841371,9.10606544433206,8.57824156035982,8.81723177500766,8.83384625989985
"T","7/27/2022",2022,208,461.02,524.35,"55276",55565,4,1.8,200,25,163324,97838,160235,96595,161280,96746,2.2362188,0.0004761,0.000107653249841371,7.04978071911203,6.85105281990486,6.94729482526304,6.94937612142664
"T","7/27/2022",2022,208,461.02,524.35,"55276",55565,5,2.3,200,25,138404,85727,138050,86548,134137,82033,2.2362188,0.0004761,0.000107653249841371,5.67085024189391,5.5443576733303,5.6091649297348,5.608124281653
"T","7/27/2022",2022,208,461.02,524.35,"55276",55565,6,3.3,200,25,145559,87788,149655,90180,145428,91754,2.2362188,0.0004761,0.000107653249841371,6.21923589658585,6.40267703431555,5.77818053198575,6.13336448762905
"R","8/1/2022",2022,213,294.89,337.8,"41517.75",33645.64,1,0,200,25,66130.5,44165.66,45167.55,30258.17,47616.31,32520.73,2.2362188,0.0004761,0.000107653249841371,2.36458640824574,1.60504321011994,1.62508824524041,1.86490595453536
"R","8/1/2022",2022,213,294.89,337.8,"41517.75",33645.64,2,0.45,200,25,45759.1,28762.36,45211.31,29615.87,47661.48,30783.77,2.2362188,0.0004761,0.000107653249841371,1.82975429770883,1.67889979870611,1.81694033138021,1.77519814259838
"R","8/1/2022",2022,213,294.89,337.8,"41517.75",33645.64,3,1.2,200,25,48199.46,29049.01,57049.62,32666.46,50243.28,31922.37,2.2362188,0.0004761,0.000107653249841371,2.06160817842469,2.62492641540213,1.97230550155127,2.21961336512603
"R","8/1/2022",2022,213,294.89,337.8,"41517.75",33645.64,4,2.2,200,25,47632.46,30095.91,47204.32,29908.95,52229.27,31355.53,2.2362188,0.0004761,0.000107653249841371,1.8878665985057,1.86190278770896,2.24712594734382,1.99896511118616
"R","8/1/2022",2022,213,294.89,337.8,"41517.75",33645.64,5,3.2,200,25,69632.17,43717.12,55517.99,37842.56,57187.19,36025.07,2.2362188,0.0004761,0.000107653249841371,2.78983935230162,1.90281748184367,2.27817099153308,2.32360927522612
"R","8/1/2022",2022,213,294.89,337.8,"41517.75",33645.64,6,4,200,25,128214.85,76135.6,119679.28,77588.1,122213.91,72675.04,2.2362188,0.0004761,0.000107653249841371,5.60650051180123,4.53125231665812,5.33302034896921,5.15692439247619
"L","8/2/2022",2022,214,321.72,436.34,"37472.03",37609.71,1,0,200,25,100184.74,66999.29,105152.3,66625.44,106671.36,68816.53,2.2362188,0.0004761,0.000107653249841371,3.57252153994833,4.14754168518353,4.07519547169263,3.9317528989415
"L","8/2/2022",2022,214,321.72,436.34,"37472.03",37609.71,2,0.8,200,25,98308.96,59534.21,90440.82,57366.61,93797.14,58333.35,2.2362188,0.0004761,0.000107653249841371,4.17422784928671,3.56054619243598,3.81779224519192,3.85085542897153
"L","8/2/2022",2022,214,321.72,436.34,"37472.03",37609.71,3,1.7,200,25,95671.43,64476.98,102038.42,66840.18,95294.41,60488.87,2.2362188,0.0004761,0.000107653249841371,3.35818391951416,3.78920492469654,3.74692949348384,3.63143944589818
"L","8/2/2022",2022,214,321.72,436.34,"37472.03",37609.71,4,2.7,200,25,108295.42,72059.75,130438.11,78041.57,106817.32,70632.44,2.2362188,0.0004761,0.000107653249841371,3.90088763567948,5.6406578114434,3.89541992712003,4.47898845808097
"L","8/2/2022",2022,214,321.72,436.34,"37472.03",37609.71,5,3.7,200,25,149268.2,91815.93,128300.45,87199.64,134261.45,91474.55,2.2362188,0.0004761,0.000107653249841371,6.18492357626391,4.42463576761272,4.60614883563776,5.0719027265048
"L","8/2/2022",2022,214,321.72,436.34,"37472.03",37609.71,6,5.9,200,25,633114.37,403136.06,755298.31,460969.62,715868,420353.78,2.2362188,0.0004761,0.000107653249841371,24.7579124645263,31.6854400000535,31.8130661573379,29.4188062073059
"T","8/3/2022",2022,215,436.34,316.55,"37609",36040.15,1,0,200,25,95653.48,57049.33,109178.03,64919.7,97223.72,56202.69,2.2362188,0.0004761,0.000107653249841371,4.15586220486377,4.76455305705185,4.41604719134038,4.44548748441867
"T","8/3/2022",2022,215,436.34,316.55,"37609",36040.15,2,0.45,200,25,90958.43,49243.09,90048.7,48573.46,91632.59,51781.16,2.2362188,0.0004761,0.000107653249841371,4.49079191923774,4.46494437395083,4.29013595032591,4.41529074783816
"T","8/3/2022",2022,215,436.34,316.55,"37609",36040.15,3,1.1,200,25,107889.43,58795.31,126173.29,70247.75,100154.91,57457.94,2.2362188,0.0004761,0.000107653249841371,5.28514156610226,6.02056613013359,4.59646757887953,5.30072509170513
"T","8/3/2022",2022,215,436.34,316.55,"37609",36040.15,4,2,200,25,73615.82,50169.91,74198.12,50399.22,72999.62,54256.78,2.2362188,0.0004761,0.000107653249841371,2.5240284069883,2.56202892764981,2.01772763725684,2.36792832396498
"T","8/3/2022",2022,215,436.34,316.55,"37609",36040.15,5,2.4,200,25,62622.81,46510.92,69537.89,47802.65,82558.56,55681.37,2.2362188,0.0004761,0.000107653249841371,1.73449731958669,2.33986922208216,2.893416850104,2.32259446392428
"T","8/3/2022",2022,215,436.34,316.55,"37609",36040.15,6,3.4,200,25,114258.4,76379.21,111450.56,74194.77,114638.15,79358.75,2.2362188,0.0004761,0.000107653249841371,4.07781790485877,4.01070686890766,3.79794206245367,3.96215561207336
"T","8/7/2022",2022,219,535.96,528.13,"59651",58252,1,0,200,25,138153,86948,142219,86801,132361,82484,2.2362188,0.0004761,0.000107653249841371,5.51238465812741,5.96592779970911,5.36942114233807,5.61591120005819
"T","8/7/2022",2022,219,535.96,528.13,"59651",58252,2,0.6,200,25,156135,94610,153372,98472,155720,97358,2.2362188,0.0004761,0.000107653249841371,6.62336619649036,5.91016341629128,6.2828589672421,6.27212952667458
"T","8/7/2022",2022,219,535.96,528.13,"59651",58252,3,1.2,200,25,142932,89974,141565,93730,140164,91887,2.2362188,0.0004761,0.000107653249841371,5.70110080509933,5.14959320616199,5.19717594259187,5.34928998461773
"T","8/7/2022",2022,219,535.96,528.13,"59651",58252,4,2.1,200,25,118119,80821,120372,83050,122236,88157,2.2362188,0.0004761,0.000107653249841371,4.01525091258346,4.01783459057965,3.66871510134409,3.9006002015024
"T","8/7/2022",2022,219,535.96,528.13,"59651",58252,5,2.7,200,25,133322,91710,134451,90869,135216,91103,2.2362188,0.0004761,0.000107653249841371,4.47966703239914,4.69174393458664,4.7489078102524,4.64010625907939
"T","8/7/2022",2022,219,535.96,528.13,"59651",58252,6,3.7,200,25,182624,121230,227959,156579,215329,148750,2.2362188,0.0004761,0.000107653249841371,6.60926362076114,7.68428897367707,7.16744572118865,7.15366610520895
"L","8/8/2022",2022,220,715.39,537.25,"61320",60957,1,0,200,25,111451,63497,104980,64558,114729,68962,2.2362188,0.0004761,0.000107653249841371,5.16240394289311,4.3515596650879,4.92696628549003,4.81364329782368
"L","8/8/2022",2022,220,715.39,537.25,"61320",60957,2,0.9,200,25,149125,87332,135814,83202,128929,76161,2.2362188,0.0004761,0.000107653249841371,6.65221726744785,5.66385278065422,5.68064668762947,5.99890557857718
"L","8/8/2022",2022,220,715.39,537.25,"61320",60957,3,1.7,200,25,134965,82257,127822,76882,133445,81340,2.2362188,0.0004761,0.000107653249841371,5.67418749263899,5.48385654691945,5.60927258298464,5.58910554084769
"L","8/8/2022",2022,220,715.39,537.25,"61320",60957,4,3.1,200,25,172171,111060,156560,98707,164221,103785,2.2362188,0.0004761,0.000107653249841371,6.57879775105603,6.22806346307284,6.50613180741311,6.43766434051399
"L","8/8/2022",2022,220,715.39,537.25,"61320",60957,5,4,200,25,168068,103957,190953,119435,174055,108656,2.2362188,0.0004761,0.000107653249841371,6.90175750058015,7.69914512215518,7.04041488637583,7.21377250303705
"L","8/8/2022",2022,220,715.39,537.25,"61320",60957,6,6,200,25,2553745,1482990,2080960,1205285,2348674,1284710,2.2362188,0.0004761,0.000107653249841371,115.270255533897,94.2692595548427,114.539182314225,108.026232467655
"R","8/8/2022",2022,220,562.94,532.39,"60986",60073,1,0,200,25,63331,38181,60076,35380,64271,37832,2.2362188,0.0004761,0.000107653249841371,2.70747923351048,2.6586046580825,2.84624427255601,2.737442721383
"R","8/8/2022",2022,220,562.94,532.39,"60986",60073,2,0.7,200,25,55295,31757,51245,30532,57011,34180,2.2362188,0.0004761,0.000107653249841371,2.53394219476619,2.22982176396432,2.45783134712834,2.40719843528629
"R","8/8/2022",2022,220,562.94,532.39,"60986",60073,3,1.6,200,25,65750,39417,55628,32741,63393,39229,2.2362188,0.0004761,0.000107653249841371,2.83483302807283,2.46385992911946,2.60133312916689,2.63334202878639
"R","8/8/2022",2022,220,562.94,532.39,"60986",60073,4,3,200,25,82287,54348,86171,56233,83155,54245,2.2362188,0.0004761,0.000107653249841371,3.00772414731807,3.22292299375097,3.11225545291404,3.11430086466103
"R","8/8/2022",2022,220,562.94,532.39,"60986",60073,5,3.5,200,25,95391,64268,96308,63799,97959,64502,2.2362188,0.0004761,0.000107653249841371,3.35049209481299,3.49969949909313,3.60175477994275,3.48398212461629
"R","8/8/2022",2022,220,562.94,532.39,"60986",60073,6,4.7,200,25,945882,593642,961267,601364,937889,584211,2.2362188,0.0004761,0.000107653249841371,37.9197807241246,38.744727577659,38.0745860973965,38.2463647997267
